ticket_id,cst_id,prd_key,emp_id,issue_category,status,open_date,resolution_date
TKT-03590,18922,FR-M21B-52,EMP072,billing,Open,2024-12-21,
TKT-03591,24196,SO-R809-M,EMP251,product,Resolved,2023-10-24,2023-11-02
TKT-03592,14951,HS-3479,EMP125,Account,Closed,2011-01-15,2011-02-18
TKT-03593,16183,FR-M21B-48,EMP245,technical,Closed,06/09/2024,2024-07-14
TKT-03594,23466,FR-R92B-62,EMP189,Billing,Resolved,2015-06-10,2015-09-19
TKT-03595,20360,HB-T928,EMP028,Returns,Open,2022-02-01,
TKT-03596,18145,BK-T79U-60,EMP148,Account,CLOSED,2019-02-19,2019-05-30
TKT-03597,26557,BK-R68R-60,EMP199,Shipping,Closed,2017-03-06,06/03/2017
TKT-03598,16026,SE-T762,EMP250,Returns,Closed,2018-10-10,2018-11-20
TKT-03599,14573,BK_R89B_52,EMP017,Account,Resolved,03/03/2012,2012-06-27
TKT-03600,16871,SH-W890-L,EMP070,Technical,Pending,2011-03-01,
TKT-03601,12697,PU-M044,EMP025,Account,Resolved,2023-12-10,01/17/2024
TKT-03602,17470,FR-T98U-46,EMP259,Product,open,2023-09-12,
TKT-03603,27716,RW-M423,EMP274,Technical,Pending,2011-10-15,
TKT-03604,25489,PD-T852,EMP125,Account,Pending,2024-03-20,
TKT-03605,29227,SJ-0194-M,EMP076,Technical,Resolved,2021-06-17,2021-07-29
TKT-03606,26704,HB_M918,EMP182,Shipping,Pending,2012-01-14,
TKT-03607,28843,SE-T924,EMP086,Technical,Open,2024-11-28,
TKT-03608,18953,PRD-TG-W091-L,EMP200,General,Open,2011-03-27,
TKT-03609,21590,PD-T852,EMP008,Billing,Closed,2016-02-03,2016-05-06
TKT-03610,22283,HS-2451,,Billing,Resolved,2020-04-23,2020-08-13
TKT-03611,11174,FR-T98U-46,EMP062,Shipping,Pending,2014-08-05,
TKT-03612,29247,SJ-0194-L,EMP200,Account,Open,2011-08-28,
TKT-03613,,BK-M47B-40,EMP263,General,Resolved,08/10/2017,11/01/2017
TKT-03614,21242,FR-R38B-44,EMP290,General,Resolved,2015-03-07,2015-05-05
TKT-03615,16136,FR-T98Y-54,EMP274,Technical,Open,2017-03-02,
TKT-03616,17678,BK-R50R-52,EMP267,Shipping,Open,2018-12-26,
TKT-03617,29202,BK-T79U-60,EMP150,Technical,Open,03/13/2013,
TKT-03618,14965,BK-M38S-42,EMP289,Technical,Closed,2020-06-01,2020-09-20
TKT-03619,27456,PD-T852,EMP279,Product,Open,2017-09-08,
TKT-03620,16762,FR-M21B-44,,Account,Open,2019-07-07,
TKT-03621,24905,SO-B909-M,EMP081,Product,Resolved,2013-10-29,2013-12-07
TKT-03622,17020,HS-2451,EMP245,Account,resolved,2012-09-27,11/07/2012
TKT-03623,27068,FR-T67Y-44,EMP289,Billing,Opened,2019-04-03,
TKT-03624,11406,FR-M63B-48,EMP037,Technical,Closed,2013-07-20,2013-10-22
TKT-03625,22411,BK-R19B-58,EMP010,Shipping,Resolved,2019-05-26,2019-09-21
TKT-03626,12834,TI-M267,EMP123,Technical,Pending,10/23/2022,
TKT-03627,24460,FR-M21B-40,EMP251,Shipping,Open,2015-07-06,
TKT-03628,24140,TI-R982,EMP063,Technical,Closed,2011-05-01,2011-05-02
TKT-03629,24184,FR-R38B-62,EMP003,Shipping,Pending,2023-01-12,
TKT-03630,26619,BK-T18Y-50,EMP231,Billing,Pending,10/23/2020,
TKT-03631,23203,FR-M63B-40,EMP020,Product,Open,2013-07-27,
TKT-03632,16795,FR-R92R-44,EMP034,Shipping,Pending,2016-01-06,
TKT-03633,16796,BK-M47B-44,EMP170,Billing,Closed,2021-12-15,2022-03-15
TKT-03634,24782,SH-M897-S,EMP045,Account,Resolved,2015-01-18,2015-04-11
TKT-03635,999999,FR-R38B-62,EMP088,Billing,Resolved,2013-07-16,2013-11-09
TKT-03636,18600,TG-W091-L,EMP136,Product,Close,2017-06-22,2017-10-07
TKT-03637,12918,SE-T762,EMP271,Shipping,Pending,2019-05-09,
TKT-03638,27153,SH-W890-L,EMP096,BILLING,Pending,2017-06-26,
TKT-03639,21593,SE-T312,EMP065,Account,resolved,2019-11-16,01/30/2020
TKT-03640,23961,TT-R982,EMP277,Billing,PENDING,2017-03-31,
TKT-03641,21823,BK-M68B-42,EMP228,returns,In Progress,2018-02-07,
TKT-03642,12485,BK-M47B-48,EMP277,Account,Closed,04/14/2024,2024-08-02
TKT-03643,22255,BK-T18Y-50,EMP291,Billing,RESOLVED,2016-09-22,2016-10-20
TKT-03644,24750,FW-M762,EMP165,Account,Closed,2019-11-17,2019-11-20
TKT-03645,13335,HL-U509,EMP267,Billing,Pending,2017-06-06,
TKT-03646,24129,BK-M18B-40,EMP254,Technical,Pending,2013-05-08,
TKT-03647,22910,BK-T18Y-50,EMP252,Product,CLOSED,2015-08-16,2015-11-14
TKT-03648,23882,FR_R92B_48,EMP186,Account,Resolved,2019-12-16,2020-03-10
TKT-03649,16523,FR-R92B-48,EMP116,Technical,Resolved,2022-03-15,2022-05-15
TKT-03650,19697,CS-9183,EMP039,Account,Resolved,2015-04-14,2015-07-28
TKT-03651,12353,FR-R92B-58,EMP020,Shipping,Closed,2013-06-09,2013-08-03
TKT-03652,14097,HS-3479,EMP125,Product,Resolved,02/25/2024,2024-03-15
TKT-03653,24954,RB-9231,EMP289,Technical,closed,07/24/2011,2011-10-13
TKT-03654,12948,PD-T852,EMP091,Billing,Resolved,2014-12-02,2014-12-12
TKT-03655,27960,FR_R38B_52,EMP238,Billing,Closed,2021-04-10,2021-07-12
TKT-03656,20860,BK-M38S-38,EMP021,Product,OPEN,2023-09-23,
TKT-03657,25961,VE-C304-S,EMP199,Shipping,Open,05/06/2019,
TKT-03658,21690,,EMP246,Technical,Pending,2017-05-26,
TKT-03659,20157,TT-T092,EMP031,Shipping,closed,09/11/2013,2013-12-20
TKT-03660,13784,CS-4759,EMP293,Returns,Opened,2022-07-19,
TKT-03661,27676,LJ-0192-M,EMP296,Account,Closed,2022-07-27,2022-09-24
TKT-03662,22145,FR-M21B-52,EMP042,Shipping,Closed,2022-11-19,2023-02-02
TKT-03663,23871,GL-F110-M,EMP276,Billing,Open,2019-06-08,
TKT-03664,24452,BK-M47B-40,EMP061,General,OPEN,07/18/2020,
TKT-03665,22299,BK-M82S-38,EMP164,General,resolved,2013-03-15,2013-03-29
TKT-03666,11171,PD-R563,EMP255,Shipping,Pending,2023-07-30,
TKT-03667,25439,BK-M82S-44,EMP297,Returns,Pending,2012-07-17,
TKT-03668,17069,PRD-CS-9183,EMP291,Product,Open,2020-07-05,
TKT-03669,15196,BB-9108,EMP091,Product,In Progress,2011-08-29,
TKT-03670,24182,BK-M68S-38,EMP287,Account,Pend,03/03/2022,
TKT-03671,21393,BK-R89B-44,EMP113,Billing,Open,2015-11-04,
TKT-03672,20911,PRD-FR-R38B-44,EMP018,General,Resolved,2022-02-01,2022-05-09
TKT-03673,14483,FR-R38R-52,EMP007,Account,Closed,2018-06-27,2018-09-17
TKT-03674,12990,FR-M21S-48,EMP127,Technical,Resolved,03/13/2019,2019-04-27
TKT-03675,23466,PA-T100,EMP131,Technical,o,2017-01-08,
TKT-03676,17484,BK-M82B-44,EMP246,Billing,Close,2020-08-24,2020-11-27
TKT-03677,20133,PRD-GL-F110-M,EMP051,technical,Pending,2017-04-13,
TKT-03678,14069,PRD-BK-T79Y-46,EMP136,Shipping,Resolved,2019-03-07,2019-04-01
TKT-03679,11354,FR-R38R-58,EMP035,Billing,Resolved,04/17/2022,2022-05-12
TKT-03680,25998,HL-U509,EMP259,Account,Closed,2025-01-10,2025-02-28
TKT-03681,16368,BB-9108,EMP267,Returns,open,2024-03-30,
TKT-03682,25831,PRD-FR-T67Y-54,EMP231,Product,Pending,2019-06-25,
TKT-03683,24173,BK-M18B-42,EMP142,Technical,Pending,12/16/2020,
TKT-03684,17128,PD-M340,EMP057,Shipping,Pending,2023-07-08,
TKT-03685,29478,FR-M63S-38,EMP173,Shipping,Closed,2014-07-04,2014-07-09
TKT-03686,16185,BK-T44U-60,EMP094,Technical,o,2018-03-08,
TKT-03687,14130,BK-R19B-58,EMP195,Account,Closed,10/12/2022,2022-10-25
TKT-03688,27074,BK-T79Y-46,EMP239,Billing,Pending,10/31/2016,
TKT-03689,13982,BK-T18U-58,EMP250,Billing,Open,2013-05-21,
TKT-03690,21344,RW-T905,EMP222,General,Pending,2011-11-20,
TKT-03691,17733,BK-T44U-60,EMP219,Returns,RESOLVED,2022-02-21,03/17/2022
TKT-03692,19332,,EMP158,Returns,Pending,2012-10-12,
TKT-03693,25231,BK-M18B-42,EMP126,Returns,Open,2013-04-03,
TKT-03694,11134,FR-M21B-52,EMP187,Account,Resolved,03/20/2014,2014-04-13
TKT-03695,25696,BK-R79Y-42,EMP181,Billing,Pend,2019-08-04,
TKT-03696,22128,GL-H102-L,EMP073,Technical,Pending,2021-09-22,
TKT-03697,15155,PRD-FR-M21S-52,EMP160,Product,open,2014-07-19,
TKT-03698,27794,FR-T98U-60,EMP290,Shipping,Closed,2013-08-27,11/12/2013
TKT-03699,16907,FR-T67U-54,EMP125,Billing,Open,2021-01-26,
TKT-03700,28922,FR-R72R-60,EMP106,Technical,Closed,2014-02-14,2014-03-15
TKT-03701,12444,BK-R89R-58,EMP251,Account,PENDING,2021-05-20,
TKT-03702,20816,BK-R93R-48,EMP294,Shipping,Resolved,2022-11-12,12/31/2022
TKT-03703,27661,BK-R68R-60,EMP245,Returns,Closed,2023-08-26,2023-10-07
TKT-03704,15868,FW-T905,EMP024,Returns,Open,2015-01-07,
TKT-03705,27897,RA-H123,EMP072,Returns,Open,02/13/2020,
TKT-03706,24386,PD-M562,EMP051,Returns,Resolved,2022-04-25,2022-05-29
TKT-03707,25026,BK_R89B_44,EMP113,Technical,Opened,01/11/2020,
TKT-03708,26533,BK-M18S-42,EMP183,Technical,Open,2016-03-15,
TKT-03709,27353,FR-M21S-44,EMP131,Billing,Clsd,2023-04-16,07/10/2023
TKT-03710,26621,BK-R89B-52,EMP243,billing,Closed,2024-08-13,2024-10-17
TKT-03711,14174,BK-R50R-48,EMP282,Shipping,Resolved,2023-01-16,2023-01-28
TKT-03712,14876,BK_R68R_48,EMP199,Product,Closed,12/15/2016,12/26/2016
TKT-03713,28689,SE-T762,EMP228,Product,Resolved,2025-01-09,2025-02-28
TKT-03714,22159,FR-R38B-62,EMP032,Technical,Resolved,2023-05-09,2023-07-06
TKT-03715,24092,PRD-HY-1023-70,EMP031,Billing,Closed,2016-06-25,07/10/2016
TKT-03716,26313,BK-R50R-60,EMP154,Returns,pending,2019-03-03,
TKT-03717,14273,SB-M891-L,EMP273,Technical,Pending,2022-04-14,
TKT-03718,27386,BK-R89B-44,EMP238,Product,Open,08/25/2017,
TKT-03719,16086,BK-R89R-52,EMP172,Technical,o,2013-10-07,
TKT-03720,21002,PRD-BK-M82B-42,EMP012,Returns,open,09/13/2011,
TKT-03721,20173,FR-T98Y-46,EMP100,Billing,RESOLVED,03/04/2024,2024-04-28
TKT-03722,29461,FR-T98Y-54,EMP260,account,Closed,2022-07-25,08/16/2022
TKT-03723,25420,FR_M63B_38,EMP150,Technical,Resolved,2021-04-11,2021-04-30
TKT-03724,12012,FR-T98Y-46,EMP129,Product,pending,04/17/2024,
TKT-03725,14455,SB-M891-S,EMP038,Account,Open,2018-06-05,
TKT-03726,21741,RB-9231,EMP028,Account,Pending,12/09/2016,
TKT-03727,14265,FR_M63B_40,EMP182,Returns,Pending,06/07/2017,
TKT-03728,23714,BK-M68S-38,EMP279,Billing,Pending,2011-07-31,
TKT-03729,13546,VE-C304-M,EMP230,Technical,Rsolvd,2012-11-25,2012-12-06
TKT-03730,12679,TI-R982,EMP114,Product,Closed,2015-11-11,2016-02-02
TKT-03731,13623,TI-R982,EMP118,Billing,Open,2016-02-19,
TKT-03732,28391,,EMP025,Product,Open,2014-06-10,
TKT-03733,28689,PRD-HL-U509-R,EMP288,Billing,Pending,06/19/2014,
TKT-03734,11487,SE-M236,EMP268,Shipping,Resolve,2017-09-01,2017-11-21
TKT-03735,15287,FR-M94B-44,EMP039,Billing,OPEN,2014-04-26,
TKT-03736,16065,BB_9108,EMP064,Account,Closed,2012-05-16,2012-08-31
TKT-03737,16080,BK-M47B-38,EMP164,Returns,Pending,2020-05-21,
TKT-03738,18715,BK-M68B-46,EMP278,returns,Resolved,12/28/2015,2016-04-26
TKT-03739,21179,SB-M891-S,EMP168,Account,Closed,2016-02-13,2016-05-30
TKT-03740,12803,FR-R92B-58,EMP249,Account,Open,2017-02-13,
TKT-03741,21915,FR-M63S-38,EMP191,Billing,o,2020-01-25,
TKT-03742,11446,FR-R38R-48,EMP155,Account,Resolved,08/25/2013,2013-09-09
TKT-03743,13776,FR-M63B-44,EMP049,Technical,open,2014-10-04,
TKT-03744,13050,BK-R64Y-44,EMP196,Returns,Closed,2015-01-13,03/17/2015
TKT-03745,25657,FR-T98U-50,EMP156,Technical,Resolved,2018-02-13,2018-02-27
TKT-03746,21012,SJ-0194-X,EMP015,Shipping,Open,2013-12-25,
TKT-03747,19009,HB-M763,EMP179,Shipping,Closed,2017-12-11,2018-01-28
TKT-03748,16563,TT-R982,EMP023,Shipping,Resolved,11/16/2014,03/09/2015
TKT-03749,999999,BK-R93R-56,EMP190,Technical,Opened,02/16/2011,
TKT-03750,25048,BB-9108,EMP024,Returns,closed,2022-08-18,2022-11-28
TKT-03751,13632,BK_R50B_48,EMP120,Billing,Closed,2023-05-29,2023-06-23
TKT-03752,12332,FR-T98Y-60,EMP111,Shipping,OPEN,2021-09-28,
TKT-03753,17636,BK-M82B-48,EMP069,Technical,Resolved,2013-07-08,09/09/2013
TKT-03754,11219,BK-R64Y-44,EMP137,Billing,Resolved,2012-09-06,2012-10-17
TKT-03755,18182,LT-T990,EMP141,Billing,Closed,2014-01-10,2014-04-09
TKT-03756,14398,CS-9183,EMP101,Billing,OPEN,2013-04-27,
TKT-03757,27693,BK-M38S-46,EMP097,Product,RESOLVED,2019-09-27,2020-01-24
TKT-03758,26978,SH-M897-M,EMP102,General,Clsd,2024-04-04,2024-07-23
TKT-03759,25114,BK-T18Y-54,EMP040,Product,Pending,2016-09-17,
TKT-03760,23800,BK-R50B-62,EMP211,SHIPPING,Resolve,07/18/2011,2011-07-30
TKT-03761,18377,BK-R64Y-48,EMP143,Returns,Open,2014-03-22,
TKT-03762,17848,BK-R93R-56,EMP204,Returns,Closed,2014-02-27,2014-06-12
TKT-03763,16212,SJ-0194-M,EMP035,Technical,Pending,06/28/2020,
TKT-03764,12970,RW-R623,EMP297,RETURNS,Close,2011-08-30,2011-12-22
TKT-03765,16028,ST-1401,EMP209,Technical,Pending,2020-02-21,
TKT-03766,16913,FR-R38R-58,EMP190,Billing,Closed,2022-06-22,2022-08-14
TKT-03767,28686,FR-R38B-48,EMP046,Product,Pending,2015-07-08,
TKT-03768,20804,HY-1023-70,EMP103,Returns,Closed,01/05/2014,04/26/2014
TKT-03769,12950,FR-M63S-38,EMP028,Shipping,Closed,2014-09-30,10/03/2014
TKT-03770,12274,BB-8107,EMP213,Shipping,Closed,2024-06-21,2024-08-28
TKT-03771,999999,FR-T98U-60,EMP162,Technical,Resolved,2012-09-17,2012-10-25
TKT-03772,22919,BK-R93R-44,EMP193,Returns,Resolved,2012-02-04,2012-02-05
TKT-03773,27889,FR-R72R-60,EMP083,Returns,Closed,2013-01-29,2013-03-12
TKT-03774,15350,BK-M68S-38,EMP112,Returns,Resolved,2012-06-10,08/03/2012
TKT-03775,999999,BK-T44U-54,EMP288,Account,Closed,12/24/2024,2025-02-28
TKT-03776,22731,HB-R956,EMP172,General,Resolved,05/29/2013,2013-09-04
TKT-03777,28015,BK-R68R-52,,Technical,Resolved,2019-12-20,03/14/2020
TKT-03778,20115,BK-R89B-58,EMP022,Shipping,CLOSED,2016-11-20,2016-12-18
TKT-03779,29162,FR-R72R-58,EMP187,Billing,Pending,03/29/2022,
TKT-03780,12540,TI-T723,EMP189,billing,Open,2022-12-20,
TKT-03781,15771,FW-R623,EMP077,Returns,Open,08/13/2018,
TKT-03782,14474,HB-M243,EMP125,Returns,open,2014-10-06,
TKT-03783,12250,FR-R38R-60,EMP227,Account,Opened,04/24/2024,
TKT-03784,28906,FR-T67Y-44,EMP138,Technical,Open,2024-05-18,
TKT-03785,14583,BK-R64Y-38,EMP077,Account,Pending,2018-06-27,
TKT-03786,999999,SH-M897-S,EMP140,Billing,Pending,2011-09-19,
TKT-03787,28142,FR-M94B-46,EMP205,Product,Resolved,04/27/2020,08/25/2020
TKT-03788,16713,BK-R50R-58,EMP085,Billing,Pending,06/20/2021,
TKT-03789,22903,RW-T905,EMP226,Billing,Clsd,2023-08-31,09/05/2023
TKT-03790,29157,BK-T79Y-54,EMP043,Shipping,pending,11/23/2017,
TKT-03791,15072,BK-M68S-38,EMP179,Billing,Closed,2025-01-04,02/28/2025
TKT-03792,17503,FR-R38B-48,EMP065,Technical,Pending,2015-05-06,
TKT-03793,15823,SH-W890-L,EMP082,Billing,Resolved,04/18/2022,08/09/2022
TKT-03794,14042,PRD-BK-M82B-48,EMP215,Product,In Progress,09/06/2017,
TKT-03795,15690,SE-T312,EMP175,Returns,Open,06/17/2017,
TKT-03796,25957,RA-H123,EMP042,Billing,Resolved,11/08/2018,2019-01-03
TKT-03797,27172,FR-M21B-44,EMP038,Returns,Resolved,2023-01-23,2023-02-10
TKT-03798,24734,PRD-SE-M940,EMP046,Account,Pending,2016-08-25,
TKT-03799,24476,PRD-FR-M94S-46,EMP295,Billing,Closed,12/15/2019,2020-01-14
TKT-03800,21664,PD-R853,EMP128,technical,Resolved,2019-05-27,06/24/2019
TKT-03801,13134,FW-R762,EMP184,Billing,CLOSED,2021-11-25,2021-12-24
TKT-03802,25107,HS-2451,EMP103,Returns,Open,2014-07-06,
TKT-03803,28443,FB-9873,EMP118,product,Resolved,2014-03-06,04/10/2014
TKT-03804,28466,BK-R93R-48,EMP211,Billing,Resolved,09/12/2022,2022-11-06
TKT-03805,26209,FR-R72R-58,EMP205,Returns,Pending,03/26/2021,
TKT-03806,17068,,EMP123,Account,Opened,2020-03-27,
TKT-03807,16690,LJ-0192-X,EMP086,Technical,Open,11/08/2023,
TKT-03808,26108,BK-R93R-52,EMP296,Account,Pending,03/25/2018,
TKT-03809,19700,BK-R50R-52,EMP057,Shipping,Open,2012-09-15,
TKT-03810,18875,RB-9231,EMP190,Billing,Open,2024-12-15,
TKT-03811,12687,HB-R720,EMP069,Technical,Resolved,2012-03-15,2012-03-21
TKT-03812,22500,HB-T928,EMP034,Product,Pending,2019-10-19,
TKT-03813,23112,FR-R38B-52,,Technical,resolved,2023-01-13,2023-05-05
TKT-03814,12549,BK-T18U-54,EMP223,Product,Clsd,2013-01-31,2013-05-20
TKT-03815,23771,FR-M21S-52,EMP187,Returns,Open,2021-01-06,
TKT-03816,16592,PRD-SJ-0194-X,EMP064,Product,Open,10/21/2023,
TKT-03817,17961,PD-R347,EMP143,Account,Closed,2023-06-07,06/22/2023
TKT-03818,18543,CS_9183,EMP019,Billing,Resolved,2022-07-02,2022-08-26
TKT-03819,16918,VE-C304-L,EMP077,Billing,Closed,2011-08-02,10/03/2011
TKT-03820,27300,FB-9873,EMP127,Product,Opened,2017-12-19,
TKT-03821,24963,LJ-0192-S,EMP126,General,Pending,05/30/2022,
TKT-03822,27847,BK-T18U-44,EMP106,Returns,Pending,2018-06-04,
TKT-03823,23758,PD-M562,EMP167,Account,Closed,2014-03-13,2014-04-24
TKT-03824,16042,RW-R820,EMP126,Technical,Pending,2022-02-16,
TKT-03825,26698,TI-M602,EMP141,Billing,Resolved,2018-09-06,2018-11-17
TKT-03826,21864,HB-M243,EMP057,billing,Pending,05/16/2011,
TKT-03827,24926,BK_T44U_60,EMP258,Technical,Pending,2019-05-05,
TKT-03828,28190,BK-T18Y-54,EMP141,Technical,OPEN,05/24/2018,
TKT-03829,24534,BK-T79Y-54,EMP056,Account,Closed,2023-03-23,2023-03-25
TKT-03830,19170,TG-W091-M,EMP190,Product,Closed,2023-05-27,2023-08-29
TKT-03831,13237,PRD-BK-M18S-52,EMP297,Technical,Opened,2019-02-15,
TKT-03832,22385,FR-R92B-58,EMP049,Account,Pending,04/26/2016,
TKT-03833,24952,FR-R72R-48,EMP240,Returns,Closed,01/01/2020,2020-03-12
TKT-03834,19896,BK-T18U-50,EMP166,Product,resolved,01/18/2016,2016-04-21
TKT-03835,28272,BK-T18Y-54,,General,Clsd,2019-06-06,09/01/2019
TKT-03836,17063,FR-M94B-48,EMP063,Product,Rsolvd,2017-12-01,2018-01-12
TKT-03837,28383,BK-M18S-48,EMP203,Account,Clsd,2018-06-09,2018-07-08
TKT-03838,28657,HS-2451,EMP236,Product,open,2018-12-24,
TKT-03839,21243,FR-R92R-52,EMP083,Shipping,Closed,2012-01-14,02/06/2012
TKT-03840,28450,TI-R982,EMP251,Account,Pending,2024-08-24,
TKT-03841,28294,BK-M18S-42,EMP031,Billing,Closed,2017-08-28,2017-11-15
TKT-03842,21935,FR-M63B-44,EMP251,Account,Open,2018-12-21,
TKT-03843,18340,FR-M21S-52,EMP269,Product,Resolve,2019-09-12,11/05/2019
TKT-03844,28150,FR-T98U-50,EMP164,Returns,open,2014-05-30,
TKT-03845,17920,BK-R79Y-42,EMP155,Technical,Closed,2020-05-21,2020-08-04
TKT-03846,13547,BK-T18Y-62,EMP292,Returns,Resolved,2024-06-13,08/07/2024
TKT-03847,18764,,EMP151,Shipping,Open,2012-02-01,
TKT-03848,24661,ST-1401,EMP211,Shipping,open,2016-12-09,
TKT-03849,28389,FR-M21B-52,EMP120,Account,Open,2013-04-10,
TKT-03850,26059,CS-6583,EMP297,General,Pending,05/06/2018,
TKT-03851,29380,FR-M94B-38,EMP150,Returns,PENDING,2018-06-06,
TKT-03852,14064,BB-7421,EMP228,Account,Resolved,2014-05-21,2014-09-07
TKT-03853,25917,PRD-LJ-0192-S,,Shipping,Pending,2021-07-18,
TKT-03854,12228,BK-T79U-54,EMP156,billing,Open,06/02/2015,
TKT-03855,22765,BK-R50B-58,EMP257,Returns,Pending,09/25/2016,
TKT-03856,20740,FW-R762,EMP274,Product,open,2011-03-09,
TKT-03857,12030,HB-R720,EMP252,Account,Resolved,2013-07-17,2013-10-13
TKT-03858,29104,FR-T67Y-44,EMP065,Shipping,CLOSED,2011-12-24,03/30/2012
TKT-03859,27865,BK-M68B-38,EMP175,Returns,Resolved,2016-01-25,03/03/2016
TKT-03860,26645,BK-R93R-62,EMP122,Technical,Closed,01/11/2020,01/30/2020
TKT-03861,12672,PRD-ST-1401,EMP017,Returns,Closed,2021-08-22,2021-12-04
TKT-03862,21154,BK-R50B-58,EMP069,Billing,Resolved,2015-06-27,2015-09-17
TKT-03863,18415,SH-M897-L,EMP138,Product,Resolved,2018-11-02,2019-01-30
TKT-03864,22045,BK-T18Y-58,EMP116,product,Open,2014-11-29,
TKT-03865,11113,FR-T67U-58,EMP229,Shipping,Resolved,06/18/2017,2017-10-10
TKT-03866,17064,TI_R092,EMP178,Returns,Closed,2022-07-31,08/06/2022
TKT-03867,14413,BK-M18B-48,EMP029,Technical,Closed,2020-01-24,2020-02-29
TKT-03868,24669,SO-R809-M,EMP128,Product,pending,2023-02-04,
TKT-03869,22713,FR-R38R-62,EMP225,Billing,open,2012-02-01,
TKT-03870,22825,,EMP236,Shipping,open,10/26/2014,
TKT-03871,12462,FR-T67U-54,EMP001,billing,open,05/23/2022,
TKT-03872,22198,FR-R38B-44,EMP280,General,In Progress,2017-11-01,
TKT-03873,20467,SH-M897-X,EMP297,Product,Open,2018-07-14,
TKT-03874,23133,PRD-FR-M21S-44,EMP051,Shipping,Resolved,2013-12-02,2014-03-25
TKT-03875,999999,BK-R89B-52,EMP192,Returns,Resolved,2016-05-12,2016-08-23
TKT-03876,21638,BK_M68B_46,EMP291,Product,Resolved,07/18/2019,10/15/2019
TKT-03877,25985,FR-R38B-44,EMP031,Product,Closed,2020-08-25,12/01/2020
TKT-03878,15388,FR-R72Y-40,EMP107,Billing,Closed,2012-10-28,2013-01-23
TKT-03879,15768,FR-R72R-60,EMP064,Returns,Opened,2014-08-29,
TKT-03880,25069,BK-M68B-46,EMP141,Technical,Closed,05/07/2023,08/16/2023
TKT-03881,12520,RW-M928,EMP204,Account,Pending,08/12/2023,
TKT-03882,20823,FR-M63S-42,EMP189,Returns,Open,2016-05-24,
TKT-03883,13257,TT-R982,EMP236,Returns,closed,2011-01-07,2011-03-18
TKT-03884,20745,RW-R623,EMP288,Billing,Resolved,11/19/2019,2019-12-01
TKT-03885,20042,FR-R92R-56,EMP300,Product,o,08/03/2015,
TKT-03886,21486,SE-R908,EMP040,Billing,Closed,2012-12-17,2013-02-10
TKT-03887,28972,FR-R92R-48,,Product,Open,2013-12-29,
TKT-03888,20715,HL-U509-B,EMP044,Shipping,Opened,2025-01-07,
TKT-03889,28586,BK-M82S-48,EMP294,Billing,Opened,2015-05-10,
TKT-03890,17707,FR-T98U-54,EMP019,Technical,Pending,11/04/2017,
TKT-03891,22281,FR-T98U-50,EMP049,Billing,Pending,03/18/2011,
TKT-03892,17777,FR-T67U-58,EMP299,Returns,Resolved,2013-09-09,2013-12-17
TKT-03893,28850,BK-R50R-62,EMP280,Technical,Resolved,2020-06-04,2020-06-14
TKT-03894,17710,SO-R809-L,EMP247,Shipping,Resolved,2020-11-07,01/24/2021
TKT-03895,23495,BK-M82B-38,EMP238,Technical,Closed,2018-07-02,08/04/2018
TKT-03896,12002,FD-2342,EMP055,Billing,Pending,2018-07-23,
TKT-03897,28518,BK-R89R-52,EMP197,Shipping,Closed,2012-09-11,12/16/2012
TKT-03898,16370,RB-9231,EMP275,Product,Pending,04/09/2024,
TKT-03899,15354,BK-R64Y-48,EMP155,Product,Resolved,2019-10-22,2020-01-12
TKT-03900,16970,FR-T67U-54,EMP045,Account,Pending,2011-02-27,
TKT-03901,999999,BK-R89R-58,EMP106,Account,Open,2020-05-22,
TKT-03902,16026,FR-R92R-48,EMP049,Account,Resolved,2014-04-18,04/25/2014
TKT-03903,28658,LJ-0192-L,EMP086,Returns,Open,2024-04-27,
TKT-03904,14718,ST-1401,,product,Closed,2012-05-24,2012-06-27
TKT-03905,17222,LJ-0192-S,EMP257,Product,open,2011-03-15,
TKT-03906,15614,BK-M47B-48,EMP104,Product,Closed,2012-05-26,06/19/2012
TKT-03907,13250,LT-H902,EMP049,Billing,Open,01/22/2024,
TKT-03908,13911,BK_M68B_46,EMP274,Shipping,In Progress,2024-03-06,
TKT-03909,21544,FR_M21B_40,EMP266,Product,Closed,10/07/2019,2019-10-12
TKT-03910,14713,FR-T67U-44,EMP284,Technical,Closed,03/19/2013,2013-07-17
TKT-03911,24053,PRD-FR-M63B-44,EMP008,BILLING,OPEN,2017-07-02,
TKT-03912,16451,HS-2451,EMP005,Billing,Resolve,2016-01-30,2016-04-17
TKT-03913,25124,FR-R38B-44,EMP097,Shipping,Resolved,2021-09-26,2021-10-05
TKT-03914,16020,BK-R93R-52,EMP282,General,Resolved,04/29/2021,2021-08-08
TKT-03915,27794,,EMP071,Account,Open,2014-01-27,
TKT-03916,13701,GL-H102-M,EMP082,General,pending,2023-11-02,
TKT-03917,14782,FR-R72R-48,EMP054,Product,Resolved,2014-08-04,2014-11-07
TKT-03918,17713,TI-R628,EMP135,Product,Pend,01/10/2020,
TKT-03919,22265,BK-R50B-52,EMP134,Account,Closed,08/18/2013,09/27/2013
TKT-03920,27513,BB-8107,EMP257,Shipping,Rsolvd,2023-06-14,2023-06-19
TKT-03921,26992,RW-M423,EMP027,Product,Closed,2013-11-02,02/11/2014
